Season,batter,batsman_run
2011,VR Aaron,0
2011,VVS Laxman,44
2011,WD Parnell,37
2011,WP Saha,68
2011,Y Gnaneswara Rao,19
2011,Y Nagar,111
2011,Y Venugopal Rao,336
2011,YK Pathan,283
2011,Yuvraj Singh,343
2011,Z Khan,21
2012,A Mishra,0
2012,A Nehra,2
2012,A Singh,0
2012,AA Chavan,4
2012,AB Dinda,2
2012,AB McDonald,30
2012,AB de Villiers,78
2012,AC Gilchrist,54
2012,AD Mascarenhas,5
2012,AD Mathews,11
2012,AJ Finch,55
2012,AL Menaria,61
2012,AM Nayar,34
2012,AM Rahane,157
2012,AT Rayudu,85
2012,Ankit Sharma,16
2012,B Chipli,11
2012,B Kumar,2
2012,B Lee,42
2012,BB McCullum,11
2012,BJ Hodge,77
2012,Bipul Sharma,53
2012,CA Pujara,17
2012,CH Gayle,70
2012,CJ Ferguson,15
2012,CL White,53
2012,DAJ Bracewell,12
2012,DB Das,30
2012,DB Ravi Teja,4
2012,DE Bollinger,3
2012,DJ Bravo,109
2012,DJ Harris,15
2012,DJ Hussey,31
2012,DL Vettori,24
2012,DPMD Jayawardene,20
2012,DT Christian,41
2012,DW Steyn,7
2012,F du Plessis,128
2012,G Gambhir,91
2012,GB Hogg,2
2012,GJ Maxwell,6
2012,HV Patel,10
2012,Harbhajan Singh,34
2012,Harmeet Singh,1
2012,IK Pathan,66
2012,Iqbal Abdulla,2
2012,J Botha,8
2012,JA Morkel,35
2012,JD Ryder,15
2012,JEC Franklin,66
2012,JH Kallis,62
2012,JP Faulkner,14
2012,KA Pollard,96
2012,KC Sangakkara,14
2012,KD Karthik,39
2012,KK Cooper,30
2012,KP Pietersen,51
2012,LR Shukla,39
2012,M Kartik,14
2012,M Manhas,31
2012,M Morkel,2
2012,M Vijay,23
2012,MA Agarwal,66
2012,MK Pandey,12
2012,MK Tiwary,85
2012,MM Patel,1
2012,MN Samuels,52
2012,MS Bisla,75
2012,MS Dhoni,63
2012,MS Gony,4
2012,Mandeep Singh,68
2012,NV Ojha,47
2012,OA Shah,144
2012,P Kumar,11
2012,PA Patel,21
2012,PC Valthaty,14
2012,PP Chawla,47
2012,PP Ojha,0
2012,R Ashwin,11
2012,R Bhatia,19
2012,R Dravid,85
2012,R Sharma,2
2012,R Vinay Kumar,49
2012,RA Jadeja,68
2012,RE Levi,82
2012,RG Sharma,95
2012,RN ten Doeschate,10
2012,RR Bhatkal,0
2012,RV Uthappa,93
2012,S Badrinath,50
2012,S Dhawan,62
2012,SA Yadav,0
2012,SB Jakati,7
2012,SC Ganguly,39
2012,SE Marsh,71
2012,SK Raina,92
2012,SK Trivedi,5
2012,SL Malinga,5
2012,SP Goswami,47
2012,SP Narine,0
2012,SPD Smith,77
2012,SR Tendulkar,16
2012,SS Tiwary,27
2012,Shakib Al Hasan,20
2012,TL Suman,15
2012,V Kohli,71
2012,V Sehwag,53
2012,WD Parnell,11
2012,Y Nagar,17
2012,Y Venugopal Rao,18
2012,YK Pathan,23
2012,Z Khan,11
2018,AB de Villiers,194
2018,AD Hales,39
2018,AD Russell,98
2018,AJ Finch,110
2018,AJ Tye,14
2018,AM Rahane,131
2018,AR Patel,52
2018,AS Rajpoot,3
2018,AT Rayudu,179
2018,Abhishek Sharma,63
2018,Anureet Singh,3
2018,B Kumar,12
2018,BA Stokes,22
2018,BB Sran,1
2018,BCJ Cutting,51
2018,C de Grandhomme,45
2018,CA Lynn,193
2018,CH Gayle,57
2018,CR Brathwaite,75
2018,DA Miller,24
2018,DJ Bravo,9
2018,DJ Hooda,44
2018,DJM Short,4
2018,DL Chahar,50
2018,E Lewis,117
2018,F du Plessis,91
2018,GJ Maxwell,27
2018,H Klaasen,50
2018,HH Pandya,72
2018,HV Patel,36
2018,Harbhajan Singh,21
2018,IS Sodhi,1
2018,Ishan Kishan,37
2018,JC Archer,6
2018,JC Buttler,228
2018,JD Unadkat,26
2018,JJ Bumrah,0
2018,JJ Roy,23
2018,JPR Scantlebury-Searles,8
2018,K Gowtham,39
2018,KA Pollard,57
2018,KD Karthik,177
2018,KH Pandya,39
2018,KK Nair,58
2018,KL Rahul,188
2018,KS Williamson,242
2018,Kuldeep Yadav,0
2018,M Markande,10
2018,MA Agarwal,2
2018,MJ McClenaghan,11
2018,MK Pandey,100
2018,MK Tiwary,39
2018,MM Ali,67
2018,MM Sharma,9
2018,MP Stoinis,3
2018,MS Dhoni,95
2018,Mandeep Singh,20
2018,Mohammed Siraj,14
2018,N Rana,64
2018,P Chopra,8
2018,PA Patel,80
2018,PP Chawla,12
2018,PP Shaw,40
2018,R Ashwin,45
2018,RA Jadeja,30
2018,RA Tripathi,127
2018,RG Sharma,19
2018,RR Pant,163
2018,RV Uthappa,78
2018,Rashid Khan,34
2018,S Dhawan,207
2018,SA Yadav,77
2018,SK Raina,184
2018,SN Khan,40
2018,SN Thakur,15
2018,SP Goswami,52
2018,SP Narine,155
2018,SR Watson,227
2018,SS Iyer,57
2018,STR Binny,23
2018,SV Samson,109
2018,SW Billings,28
2018,Shakib Al Hasan,81
2018,Shivam Mavi,6
2018,Shubman Gill,74
2018,TG Southee,15
2018,UT Yadav,0
2018,V Kohli,134
2018,V Shankar,100
2018,WP Saha,35
2018,YK Pathan,74
2018,YS Chahal,0
2018,Yuvraj Singh,1
2019,A Mishra,21
2019,AB de Villiers,442
2019,AD Nath,61
2019,AD Russell,514
2019,AJ Turner,3
2019,AJ Tye,0
2019,AM Rahane,393
2019,AR Patel,110
2019,AS Joseph,15
2019,AT Rayudu,282
2019,Abhishek Sharma,9
2019,Avesh Khan,4
2019,B Kumar,12
2019,BA Stokes,123
2019,BB Sran,3
2019,BCJ Cutting,18
2019,Basil Thampi,1
2019,C Munro,84
2019,C de Grandhomme,46
2019,CA Ingram,184
2019,CA Lynn,405
2019,CH Gayle,490
2019,CH Morris,32
2019,CR Brathwaite,11
2019,DA Miller,213
2019,DA Warner,692
2019,DJ Bravo,80
2019,DJ Hooda,64
2019,DL Chahar,7
2019,DR Shorey,5
2019,DS Kulkarni,5
2019,E Lewis,48
2019,F du Plessis,396
2019,GC Viljoen,3
2019,GH Vihari,4
2019,Gurkeerat Singh,98
2019,H Klaasen,9
2019,HF Gurney,1
2019,HH Pandya,409
2019,HV Patel,0
2019,Harbhajan Singh,1
2019,Harpreet Brar,20
2019,I Sharma,10
2019,IS Sodhi,6
2019,Ishan Kishan,101
2019,J Suchith,6
2019,JC Archer,67
2019,JC Buttler,311
2019,JD Unadkat,1
2019,JJ Bumrah,0
2019,JL Denly,0
2019,JM Bairstow,445
2019,K Gowtham,18
2019,K Rabada,14
2019,KA Pollard,281
2019,KC Cariappa,9
2019,KD Karthik,254
2019,KH Pandya,183
2019,KK Ahmed,0
2019,KK Nair,5
2019,KL Rahul,593
2019,KM Jadhav,162
2019,KMA Paul,18
2019,KS Williamson,156
2019,Kuldeep Yadav,12
2019,LS Livingstone,70
2019,M Ashwin,3
2019,M Markande,6
2019,M Prasidh Krishna,0
2019,M Vijay,64
2019,MA Agarwal,332
2019,MJ Guptill,82
2019,MJ McClenaghan,11
2019,MJ Santner,32
2019,MK Lomror,8
2019,MK Pandey,345
2019,MM Ali,220
2019,MM Sharma,0
2019,MP Stoinis,211
2019,MS Dhoni,416
2019,Mandeep Singh,165
2019,Mohammad Nabi,121
2019,Mohammed Shami,1
2019,Mohammed Siraj,4
2019,Mujeeb Ur Rahman,0
2019,N Pooran,168
2019,N Rana,344
2019,NS Naik,7
2019,Navdeep Saini,2
2019,P Negi,9
2019,P Ray Barman,19
2019,P Simran Singh,16
2019,PA Patel,373
2019,PP Chawla,42
2019,PP Shaw,353
2019,Q de Kock,529
2019,R Ashwin,42
2019,R Parag,160
2019,R Tewatia,26
2019,RA Jadeja,106
2019,RA Tripathi,141
2019,RD Chahar,12
2019,RG Sharma,405
2019,RK Bhui,7
2019,RK Singh,37
2019,RR Pant,494
2019,RV Uthappa,284
2019,Rashid Khan,34
2019,Rasikh Salam,5
2019,S Dhawan,521
2019,S Dube,40
2019,S Gopal,63
2019,S Kaul,0
2019,S Lamichhane,0
2019,SA Yadav,424
2019,SD Lad,15
2019,SE Rutherford,73
2019,SK Raina,383
2019,SM Curran,95
2019,SN Khan,180
2019,SN Thakur,14
2019,SO Hetmyer,90
2019,SP Narine,143
2019,SPD Smith,319
2019,SR Watson,398
2019,SS Iyer,467
2019,STR Binny,70
2019,SV Samson,342
2019,SW Billings,0
2019,Sandeep Sharma,6
2019,Shakib Al Hasan,9
2019,Shubman Gill,296
2019,TA Boult,7
2019,TG Southee,9
2019,UT Yadav,25
2019,V Kohli,464
2019,V Shankar,244
2019,VR Aaron,3
2019,WP Saha,86
2019,Washington Sundar,1
2019,Y Prithvi Raj,0
2019,YK Pathan,40
2019,YS Chahal,6
2019,Yuvraj Singh,98
2020/21,A Nortje,7
2020/21,AB de Villiers,460
2020/21,AD Russell,117
2020/21,AJ Finch,268
2020/21,AJ Tye,6
2020/21,AM Rahane,113
2020/21,AR Patel,117
2020/21,AS Rajpoot,9
2020/21,AT Carey,32
2020/21,AT Rayudu,359
2020/21,Abdul Samad,113
2020/21,Abhishek Sharma,71
2020/21,Arshdeep Singh,0
2020/21,B Kumar,0
2020/21,BA Stokes,285
2020/21,CH Gayle,295
2020/21,CH Morris,34
2020/21,CJ Jordan,29
2020/21,CV Varun,10
2020/21,D Padikkal,473
2020/21,DA Warner,548
2020/21,DJ Bravo,7
2020/21,DJ Hooda,102
2020/21,DL Chahar,7
2020/21,DR Sams,0
2020/21,DS Kulkarni,3
2020/21,DW Steyn,1
2020/21,EJG Morgan,419
2020/21,F du Plessis,449
2020/21,GJ Maxwell,108
2020/21,Gurkeerat Singh,71
2020/21,HH Pandya,283
2020/21,HV Patel,21
2020/21,I Udana,15
2020/21,Imran Tahir,13
2020/21,Ishan Kishan,516
2020/21,JC Archer,113
2020/21,JC Buttler,328
2020/21,JD Unadkat,9
2020/21,JDS Neesham,19
2020/21,JJ Bumrah,5
2020/21,JL Pattinson,15
2020/21,JM Bairstow,345
2020/21,JO Holder,66
2020/21,JR Philippe,78
2020/21,K Gowtham,42
2020/21,K Rabada,56
2020/21,KA Pollard,281
2020/21,KD Karthik,169
2020/21,KH Pandya,109
2020/21,KK Ahmed,0
2020/21,KK Nair,16
2020/21,KL Nagarkoti,22
2020/21,KL Rahul,676
2020/21,KM Jadhav,62
2020/21,KS Williamson,317
2020/21,Kartik Tyagi,4
2020/21,Kuldeep Yadav,13
2020/21,LH Ferguson,43
2020/21,M Ashwin,4
2020/21,M Prasidh Krishna,2
2020/21,M Vijay,32
2020/21,MA Agarwal,432
2020/21,MK Lomror,59
2020/21,MK Pandey,425
2020/21,MM Ali,12
2020/21,MP Stoinis,352
2020/21,MR Marsh,0
2020/21,MS Dhoni,200
2020/21,Mandeep Singh,130
2020/21,Mohammad Nabi,11
2020/21,Mohammed Shami,2
2020/21,Mohammed Siraj,17
2020/21,Mujeeb Ur Rahman,1
2020/21,N Jagadeesan,33
2020/21,N Pooran,353
2020/21,N Rana,352
2020/21,NM Coulter-Nile,25
2020/21,NS Naik,1
2020/21,Navdeep Saini,27
2020/21,P Dubey,7
2020/21,P Simran Singh,15
2020/21,PJ Cummins,146
2020/21,PK Garg,133
2020/21,PP Shaw,228
2020/21,Q de Kock,506
2020/21,R Ashwin,37
2020/21,R Parag,86
2020/21,R Tewatia,255
2020/21,RA Jadeja,232
2020/21,RA Tripathi,230
2020/21,RD Chahar,2
2020/21,RD Gaikwad,204
2020/21,RG Sharma,334
2020/21,RK Singh,11
2020/21,RR Pant,345
2020/21,RV Uthappa,196
2020/21,Rashid Khan,35
2020/21,Ravi Bishnoi,7
2020/21,S Dhawan,618
2020/21,S Dube,129
2020/21,S Gopal,37
2020/21,S Nadeem,7
2020/21,SA Yadav,480
2020/21,SM Curran,186
2020/21,SN Khan,33
2020/21,SN Thakur,12
2020/21,SO Hetmyer,185
2020/21,SP Goswami,0
2020/21,SP Narine,121
2020/21,SPD Smith,311
2020/21,SR Watson,299
2020/21,SS Cottrell,0
2020/21,SS Iyer,519
2020/21,SS Tiwary,103
2020/21,SV Samson,375
2020/21,Sandeep Sharma,12
2020/21,Shahbaz Ahmed,1
2020/21,Shivam Mavi,10
2020/21,Shubman Gill,440
2020/21,T Banton,18
2020/21,T Natarajan,3
2020/21,TA Boult,0
2020/21,TK Curran,83
2020/21,TU Deshpande,21
2020/21,UT Yadav,0
2020/21,V Kohli,471
2020/21,V Shankar,97
2020/21,VR Aaron,1
2020/21,WP Saha,214
2020/21,Washington Sundar,111
2020/21,YBK Jaiswal,40
2020/21,YS Chahal,1
2021,AB de Villiers,313
2021,AD Russell,183
2021,AF Milne,16
2021,AK Markram,146
2021,AM Rahane,8
2021,AR Patel,40
2021,AT Rayudu,257
2021,Abdul Samad,111
2021,Abhishek Sharma,98
2021,Anmolpreet Singh,16
2021,Anuj Rawat,0
2021,Arshdeep Singh,2
2021,Avesh Khan,5
2021,B Kumar,34
2021,BA Stokes,0
2021,C Sakariya,16
2021,CA Lynn,49
2021,CH Gayle,193
2021,CH Morris,67
2021,CJ Jordan,32
2021,CR Woakes,15
2021,CV Varun,2
2021,D Padikkal,411
2021,DA Miller,124
2021,DA Warner,197
2021,DJ Bravo,47
2021,DJ Hooda,160
2021,DJ Malan,26
2021,DL Chahar,1
2021,DR Sams,6
2021,DT Christian,14
2021,E Lewis,151
2021,EJG Morgan,133
2021,F du Plessis,633
2021,FA Allen,6
2021,GD Phillips,26
2021,GHS Garton,2
2021,GJ Maxwell,513
2021,HH Pandya,127
2021,HV Patel,59
2021,Harbhajan Singh,4
2021,Harpreet Brar,64
2021,Ishan Kishan,241
2021,J Suchith,14
2021,J Yadav,34
2021,JA Richardson,15
2021,JC Buttler,254
2021,JD Unadkat,41
2021,JDS Neesham,0
2021,JJ Bumrah,16
2021,JJ Roy,150
2021,JM Bairstow,248
2021,JO Holder,85
2021,K Rabada,13
2021,K Yadav,0
2021,KA Jamieson,65
2021,KA Pollard,245
2021,KD Karthik,223
2021,KH Pandya,143
2021,KK Ahmed,1
2021,KL Nagarkoti,0
2021,KL Rahul,626
2021,KM Jadhav,55
2021,KS Bharat,191
2021,KS Williamson,270
2021,Kartik Tyagi,2
2021,LH Ferguson,18
2021,LS Livingstone,42
2021,Lalit Yadav,68
2021,M Ashwin,15
2021,M Jansen,0
2021,M Prasidh Krishna,0
2021,M Shahrukh Khan,153
2021,M Vohra,42
2021,MA Agarwal,441
2021,MC Henriques,31
2021,MK Lomror,94
2021,MK Pandey,292
2021,MM Ali,357
2021,MP Stoinis,89
2021,MS Dhoni,114
2021,Mandeep Singh,15
2021,Mohammad Nabi,34
2021,Mohammed Shami,13
2021,Mohammed Siraj,20
2021,Mujeeb Ur Rahman,1
2021,Mustafizur Rahman,8
2021,N Pooran,85
2021,N Rana,383
2021,NM Coulter-Nile,4
2021,NT Ellis,18
2021,Navdeep Saini,2
2021,P Simran Singh,19
2021,PJ Cummins,93
2021,PK Garg,72
2021,PP Chawla,0
2021,PP Shaw,479
2021,PWH de Silva,1
2021,Q de Kock,297
2021,R Ashwin,44
2021,R Parag,93
2021,R Tewatia,155
2021,RA Jadeja,227
2021,RA Tripathi,397
2021,RD Chahar,14
2021,RD Gaikwad,635
2021,RG Sharma,381
2021,RM Patidar,71
2021,RR Pant,424
2021,RV Patel,25
2021,RV Uthappa,115
2021,Rashid Khan,83
2021,Ravi Bishnoi,1
2021,S Dhawan,587
2021,S Dube,230
2021,S Gopal,7
2021,S Kaul,8
2021,S Nadeem,0
2021,SA Yadav,317
2021,SK Raina,160
2021,SM Curran,56
2021,SN Khan,0
2021,SN Thakur,5
2021,SO Hetmyer,242
2021,SP Narine,62
2021,SPD Smith,152
2021,SS Iyer,175
2021,SS Tiwary,115
2021,SV Samson,484
2021,Sachin Baby,7
2021,Sandeep Sharma,8
2021,Shahbaz Ahmed,59
2021,Shakib Al Hasan,47
2021,Shivam Mavi,25
2021,Shubman Gill,478
2021,T Shamsi,2
2021,TA Boult,1
2021,TG Southee,3
2021,TH David,1
2021,TK Curran,21
2021,TL Seifert,2
2021,V Kohli,405
2021,V Shankar,58
2021,VR Iyer,370
2021,Virat Singh,15
2021,WP Saha,131
2021,Washington Sundar,31
2021,YBK Jaiswal,249
2021,YS Chahal,10
2022,A Badoni,161
2022,A Manohar,108
2022,A Nortje,1
2022,A Tomar,4
2022,AD Russell,335
2022,AJ Finch,86
2022,AK Markram,381
2022,AM Rahane,133
2022,AR Patel,182
2022,AS Joseph,5
2022,AS Roy,0
2022,AT Rayudu,274
2022,Abdul Samad,4
2022,Abhishek Sharma,426
2022,Akash Deep,0
2022,Aman Hakim Khan,5
2022,Anmolpreet Singh,13
2022,Anuj Rawat,129
2022,Arshdeep Singh,21
2022,Avesh Khan,22
2022,B Indrajith,21
2022,B Kumar,24
2022,B Sai Sudharsan,145
2022,CJ Jordan,11
2022,CV Varun,12
2022,D Brevis,161
2022,D Padikkal,376
2022,D Pretorius,44
2022,DA Miller,481
2022,DA Warner,432
2022,DJ Bravo,23
2022,DJ Hooda,451
2022,DJ Mitchell,33
2022,DJ Willey,18
2022,DP Conway,252
2022,DR Sams,38
2022,E Lewis,73
2022,F du Plessis,468
2022,FA Allen,8
2022,Fazalhaq Farooqi,2
2022,GJ Maxwell,301
2022,HE van der Dussen,22
2022,HH Pandya,487
2022,HR Shokeen,43
2022,HV Patel,43
2022,Harpreet Brar,22
2022,Harshit Rana,2
2022,Ishan Kishan,418
2022,J Suchith,2
2022,JC Buttler,863
2022,JD Unadkat,59
2022,JDS Neesham,31
2022,JJ Bumrah,0
2022,JM Bairstow,253
2022,JM Sharma,234
2022,JO Holder,58
2022,JR Hazlewood,18
2022,K Gowtham,0
2022,K Kartikeya,3
2022,K Rabada,48
2022,KA Pollard,144
2022,KD Karthik,330
2022,KH Pandya,183
2022,KK Ahmed,0
2022,KK Nair,16
2022,KL Rahul,616
2022,KR Sen,0
2022,KS Bharat,8
2022,KS Sharma,4
2022,KS Williamson,216
2022,Kartik Tyagi,7
2022,Kuldeep Yadav,48
2022,LH Ferguson,5
2022,LS Livingstone,437
2022,Lalit Yadav,161
2022,M Ashwin,12
2022,M Jansen,9
2022,M Prasidh Krishna,6
2022,M Shahrukh Khan,117
2022,M Theekshana,7
2022,M Vohra,19
2022,MA Agarwal,196
2022,MJ Santner,22
2022,MK Lomror,86
2022,MK Pandey,88
2022,MM Ali,244
2022,MP Stoinis,156
2022,MR Marsh,251
2022,MS Dhoni,232
2022,MS Wade,157
2022,Mandeep Singh,18
2022,Mohammed Siraj,30
2022,Mohsin Khan,23
2022,Mukesh Choudhary,6
2022,Mustafizur Rahman,3
2022,N Jagadeesan,40
2022,N Pooran,306
2022,N Rana,361
2022,NM Coulter-Nile,1
2022,NT Ellis,0
2022,Navdeep Saini,2
2022,OC McCoy,8
2022,OF Smith,51
2022,P Simran Singh,14
2022,PBB Rajapaksa,206
2022,PJ Cummins,63
2022,PJ Sangwan,2
2022,PK Garg,46
2022,PN Mankad,4
2022,PP Shaw,283
2022,PVD Chameera,43
2022,PWH de Silva,38
2022,Q de Kock,508
2022,R Ashwin,191
2022,R Dhawan,37
2022,R Parag,183
2022,R Powell,250
2022,R Sanjay Yadav,0
2022,R Shepherd,58
2022,R Tewatia,217
2022,RA Bawa,11
2022,RA Jadeja,116
2022,RA Tripathi,413
2022,RD Chahar,77
2022,RD Gaikwad,368
2022,RG Sharma,268
2022,RK Singh,174
2022,RM Patidar,333
2022,RP Meredith,0
2022,RR Pant,340
2022,RV Patel,6
2022,RV Uthappa,230
2022,Ramandeep Singh,45
2022,Rashid Khan,91
2022,Rasikh Salam,7
2022,Ravi Bishnoi,0
2022,S Dhawan,460
2022,S Dube,289
2022,S Gopal,9
2022,SA Abbott,7
2022,SA Yadav,303
2022,SE Rutherford,33
2022,SN Khan,91
2022,SN Thakur,120
2022,SO Hetmyer,314
2022,SP Jackson,23
2022,SP Narine,71
2022,SS Iyer,401
2022,SS Prabhudessai,67
2022,SV Samson,458
2022,SW Billings,169
2022,Shahbaz Ahmed,219
2022,Shashank Singh,69
2022,Shivam Mavi,3
2022,Shubman Gill,483
2022,Simarjeet Singh,7
2022,T Stubbs,2
2022,TA Boult,40
2022,TG Southee,2
2022,TH David,186
2022,TL Seifert,24
2022,TS Mills,0
2022,Tilak Varma,397
2022,UT Yadav,55
2022,Umran Malik,4
2022,V Kohli,341
2022,V Shankar,19
2022,VG Arora,5
2022,VR Iyer,182
2022,WP Saha,317
2022,Washington Sundar,101
2022,YBK Jaiswal,258
2022,YS Chahal,5
2022,Yash Dayal,0
